timestamp,window,sample,ir_raw,red_raw,true_hr
2026-04-18T19:46:19.705,1,208,161890,131014,83.0
2026-04-18T19:46:19.744,1,209,161890,131014,83.0
2026-04-18T19:46:19.784,1,210,161890,131014,83.0
2026-04-18T19:46:19.824,1,211,161890,131014,83.0
2026-04-18T19:46:19.864,1,212,160028,127391,83.0
2026-04-18T19:46:19.904,1,213,160028,127391,83.0
2026-04-18T19:46:19.944,1,214,160028,127391,83.0
2026-04-18T19:46:19.984,1,215,160028,127391,83.0
2026-04-18T19:46:20.024,1,216,157699,123871,83.0
2026-04-18T19:46:20.064,1,217,157699,123871,83.0
2026-04-18T19:46:20.104,1,218,157699,123871,83.0
2026-04-18T19:46:20.144,1,219,157699,123871,83.0
2026-04-18T19:46:20.184,1,220,156514,122158,83.0
2026-04-18T19:46:20.224,1,221,156514,122158,83.0
2026-04-18T19:46:20.264,1,222,156514,122158,83.0
2026-04-18T19:46:20.304,1,223,156514,122158,83.0
2026-04-18T19:46:20.344,1,224,155778,121264,83.0
2026-04-18T19:46:20.384,1,225,155778,121264,83.0
2026-04-18T19:46:20.424,1,226,155778,121264,83.0
2026-04-18T19:46:20.464,1,227,155778,121264,83.0
2026-04-18T19:46:20.504,1,228,155508,120954,83.0
2026-04-18T19:46:20.544,1,229,155508,120954,83.0
2026-04-18T19:46:20.584,1,230,155508,120954,83.0
2026-04-18T19:46:20.624,1,231,155508,120954,83.0
2026-04-18T19:46:20.664,1,232,155330,120784,83.0
2026-04-18T19:46:20.704,1,233,155330,120784,83.0
2026-04-18T19:46:20.743,1,234,155330,120784,83.0
2026-04-18T19:46:20.783,1,235,155330,120784,83.0
2026-04-18T19:46:20.824,1,236,155256,120688,83.0
2026-04-18T19:46:20.863,1,237,155256,120688,83.0
2026-04-18T19:46:20.903,1,238,155256,120688,83.0
2026-04-18T19:46:20.943,1,239,155256,120688,83.0
2026-04-18T19:46:20.984,1,240,155219,120694,83.0
2026-04-18T19:46:21.024,1,241,155219,120694,83.0
2026-04-18T19:46:21.063,1,242,155219,120694,83.0
2026-04-18T19:46:21.103,1,243,155219,120694,83.0
2026-04-18T19:46:21.143,1,244,155243,120727,83.0
2026-04-18T19:46:21.183,1,245,155243,120727,83.0
2026-04-18T19:46:21.223,1,246,155243,120727,83.0
2026-04-18T19:46:21.263,1,247,155243,120727,83.0
2026-04-18T19:46:21.303,1,248,155243,120747,83.0
2026-04-18T19:46:21.343,1,249,155243,120747,83.0
2026-04-18T19:46:21.382,1,250,155243,120747,83.0
2026-04-18T19:46:27.975,2,0,160315,127491,75.0
2026-04-18T19:46:28.015,2,1,160171,127313,75.0
2026-04-18T19:46:28.055,2,2,160171,127313,75.0
2026-04-18T19:46:28.095,2,3,160171,127313,75.0
2026-04-18T19:46:28.136,2,4,160171,127313,75.0
2026-04-18T19:46:28.176,2,5,160135,127263,75.0
2026-04-18T19:46:28.216,2,6,160135,127263,75.0
2026-04-18T19:46:28.256,2,7,160135,127263,75.0
2026-04-18T19:46:28.295,2,8,160135,127263,75.0
2026-04-18T19:46:28.335,2,9,159867,126702,75.0
2026-04-18T19:46:28.376,2,10,159867,126702,75.0
2026-04-18T19:46:28.415,2,11,159867,126702,75.0
2026-04-18T19:46:28.455,2,12,159867,126702,75.0
2026-04-18T19:46:28.495,2,13,159509,126181,75.0
2026-04-18T19:46:28.535,2,14,159509,126181,75.0
2026-04-18T19:46:28.575,2,15,159509,126181,75.0
2026-04-18T19:46:28.615,2,16,159509,126181,75.0
2026-04-18T19:46:28.655,2,17,158962,125207,75.0
2026-04-18T19:46:28.695,2,18,158962,125207,75.0
2026-04-18T19:46:28.735,2,19,158962,125207,75.0
2026-04-18T19:46:28.775,2,20,158962,125207,75.0
2026-04-18T19:46:28.815,2,21,158119,124041,75.0
2026-04-18T19:46:28.855,2,22,158119,124041,75.0
2026-04-18T19:46:28.895,2,23,158119,124041,75.0
2026-04-18T19:46:28.935,2,24,158119,124041,75.0
2026-04-18T19:46:28.975,2,25,157664,123430,75.0
2026-04-18T19:46:29.014,2,26,157664,123430,75.0
2026-04-18T19:46:29.054,2,27,157664,123430,75.0
2026-04-18T19:46:29.094,2,28,157664,123430,75.0
2026-04-18T19:46:29.134,2,29,157423,123128,75.0
2026-04-18T19:46:29.174,2,30,157423,123128,75.0
2026-04-18T19:46:29.214,2,31,157423,123128,75.0
2026-04-18T19:46:29.254,2,32,157423,123128,75.0
2026-04-18T19:46:29.294,2,33,157330,123096,75.0
2026-04-18T19:46:29.334,2,34,157330,123096,75.0
2026-04-18T19:46:29.374,2,35,157330,123096,75.0
2026-04-18T19:46:29.414,2,36,157330,123096,75.0
2026-04-18T19:46:29.454,2,37,157281,123020,75.0
2026-04-18T19:46:29.494,2,38,157281,123020,75.0
